"mk.id" "chr" "cM"
"6602" "PZE-101126936" 1 79.7
"6621" "PZE-101127285" 1 79.7
"6733" "PZE-101130308" 1 79.8
"6570" "PZE-101126221" 1 79.8
"6629" "PZE-101127874" 1 79.8
"6612" "PZE-101127071" 1 79.8
"6427" "PZE-101123102" 1 79.8
"6137" "PZE-101116337" 1 79.9
"6438" "PZE-101123359" 1 79.9
"6713" "PZE-101129936" 1 79.9
"6444" "PZE-101123479" 1 80
"6623" "PZE-101127345" 1 80
"6448" "PZE-101123526" 1 80
"6463" "PZE-101124069" 1 80
"6654" "PZE-101128395" 1 80
"6674" "PZE-101129085" 1 80
"6408" "PZE-101122769" 1 80
"6584" "PZE-101126467" 1 80
"6594" "PZE-101126678" 1 80.1
"6632" "PZE-101127877" 1 80.1
"6801" "PZE-101132501" 1 80.1
"6682" "PZE-101129171" 1 80.1
"6638" "PZE-101127917" 1 80.1
"6635" "PZE-101127900" 1 80.1
"5979" "PZE-101111793" 1 80.1
"6591" "PZE-101126579" 1 80.1
"6664" "PZE-101128485" 1 80.1
"6717" "PZE-101130058" 1 80.1
"6746" "PZE-101130712" 1 80.1
"6778" "PZE-101131632" 1 80.2
"6792" "PZE-101131919" 1 80.2
"6774" "PZE-101131544" 1 80.2
"6641" "PZE-101128139" 1 80.2
"6681" "PZE-101129154" 1 80.2
"6757" "PZE-101131103" 1 80.2
"6396" "PZE-101122594" 1 80.3
"6793" "PZE-101132110" 1 80.3
"6694" "PZE-101129358" 1 80.3
"6406" "PZE-101122760" 1 80.4
"6669" "PZE-101128881" 1 80.4
"6644" "PZE-101128157" 1 80.4
"6423" "PZE-101123079" 1 80.4
"6606" "PZE-101126963" 1 80.4
"6707" "PZE-101129632" 1 80.4
"6633" "PZE-101127891" 1 80.4
"6703" "PZE-101129564" 1 80.4
"6405" "PZE-101122759" 1 80.4
"6393" "PZE-101122557" 1 80.4
"6741" "PZE-101130533" 1 80.4
"6395" "PZE-101122590" 1 80.4
"6739" "PZE-101130497" 1 80.4
"6704" "PZE-101129569" 1 80.4
"6702" "PZE-101129563" 1 80.4
"6607" "PZE-101126964" 1 80.4
"6698" "PZE-101129486" 1 80.4
"6647" "PZE-101128225" 1 80.5
"6765" "PZE-101131254" 1 80.5
"6771" "PZE-101131496" 1 80.5
"6599" "PZE-101126822" 1 80.5
"6617" "PZE-101127173" 1 80.5
"6613" "PZE-101127101" 1 80.5
"6614" "PZE-101127102" 1 80.5
"6788" "PZE-101131845" 1 80.5
"6785" "PZE-101131784" 1 80.5
"6592" "PZE-101126587" 1 80.6
"6658" "PZE-101128441" 1 80.6
"6721" "PZE-101130083" 1 80.7
"6646" "PZE-101128201" 1 80.7
"6719" "PZE-101130077" 1 80.7
"6720" "PZE-101130082" 1 80.7
"6671" "PZE-101128999" 1 80.7
"6804" "PZE-101132569" 1 80.7
"6714" "PZE-101130001" 1 80.7
"6715" "PZE-101130002" 1 80.7
"6718" "PZE-101130076" 1 80.7
"6722" "PZE-101130084" 1 80.7
"6818" "PZE-101133080" 1 80.8
"6642" "PZE-101128150" 1 80.8
"6756" "PZE-101131036" 1 80.9
"6685" "PZE-101129195" 1 80.9
"6676" "PZE-101129122" 1 80.9
"6675" "PZE-101129119" 1 80.9
"6731" "PZE-101130292" 1 80.9
"6670" "PZE-101128906" 1 80.9
"6684" "PZE-101129194" 1 80.9
"6728" "PZE-101130212" 1 80.9
"6696" "PZE-101129461" 1 81
"6798" "PZE-101132195" 1 81
"6776" "PZE-101131597" 1 81
"6795" "PZE-101132145" 1 81
"6691" "PZE-101129305" 1 81
"6772" "PZE-101131533" 1 81.1
"6773" "PZE-101131534" 1 81.1
"6790" "PZE-101131917" 1 81.1
"6740" "PZE-101130500" 1 81.1
"6732" "PZE-101130303" 1 81.1
"6777" "PZE-101131602" 1 81.1
"6697" "PZE-101129465" 1 81.2
"6399" "PZE-101122614" 1 81.2
"6701" "PZE-101129562" 1 81.2
"6705" "PZE-101129570" 1 81.2
"6805" "PZE-101132612" 1 81.2
"6796" "PZE-101132160" 1 81.3
"6744" "PZE-101130662" 1 81.3
"6710" "PZE-101129849" 1 81.3
"6770" "PZE-101131478" 1 81.3
"6708" "PZE-101129681" 1 81.3
"6640" "PZE-101128051" 1 81.3
"6827" "PZE-101133356" 1 81.4
"6832" "PZE-101133561" 1 81.5
"6836" "PZE-101133677" 1 81.5
"6730" "PZE-101130243" 1 81.6
"6877" "PZE-101135468" 1 81.6
"6724" "PZE-101130086" 1 81.6
"6723" "PZE-101130085" 1 81.6
"6725" "PZE-101130117" 1 81.6
"6834" "PZE-101133651" 1 81.6
"6729" "PZE-101130213" 1 81.6
"6727" "PZE-101130197" 1 81.6
"6876" "PZE-101135467" 1 81.6
"6866" "PZE-101135107" 1 81.6
"6810" "PZE-101132906" 1 81.7
"6869" "PZE-101135343" 1 81.7
"6915" "PZE-101136964" 1 81.8
"6914" "PZE-101136962" 1 81.8
"6811" "PZE-101132909" 1 81.8
"6929" "PZE-101137456" 1 81.8
"6899" "PZE-101136406" 1 81.9
"6937" "PZE-101137671" 1 81.9
"6886" "PZE-101135833" 1 81.9
"6892" "PZE-101136154" 1 82
"6889" "PZE-101136081" 1 82
"6838" "PZE-101133754" 1 82
"6826" "PZE-101133216" 1 82
"6809" "PZE-101132833" 1 82
"6895" "PZE-101136292" 1 82.1
"6828" "PZE-101133357" 1 82.2
"6885" "PZE-101135767" 1 82.2
"6829" "PZE-101133386" 1 82.2
"6841" "PZE-101133959" 1 82.3
"6942" "PZE-101137733" 1 82.3
"6842" "PZE-101133960" 1 82.3
"6808" "PZE-101132703" 1 82.3
"6858" "PZE-101134572" 1 82.3
"6817" "PZE-101133073" 1 82.4
"6814" "PZE-101132939" 1 82.4
"6938" "PZE-101137683" 1 82.4
"6925" "PZE-101137376" 1 82.5
"6843" "PZE-101133974" 1 82.5
"6861" "PZE-101134601" 1 82.5
"6950" "PZE-101137929" 1 82.5
"6794" "PZE-101132120" 1 82.5
"6831" "PZE-101133488" 1 82.6
"6954" "PZE-101137990" 1 82.6
"6845" "PZE-101134093" 1 82.6
"6853" "PZE-101134461" 1 82.7
"6819" "PZE-101133173" 1 82.7
"6859" "PZE-101134573" 1 82.7
"6854" "PZE-101134466" 1 82.7
"6823" "PZE-101133200" 1 82.8
"6822" "PZE-101133199" 1 82.8
"6821" "PZE-101133195" 1 82.8
"6839" "PZE-101133891" 1 82.8
"6825" "PZE-101133206" 1 82.8
"6846" "PZE-101134142" 1 82.8
"6824" "PZE-101133204" 1 82.8
"6847" "PZE-101134204" 1 83
"6849" "PZE-101134316" 1 83
"6850" "PZE-101134317" 1 83
"6863" "PZE-101134737" 1 83
"6864" "PZE-101134741" 1 83
"6890" "PZE-101136090" 1 83.1
"6881" "PZE-101135589" 1 83.2
"6852" "PZE-101134383" 1 83.2
"6896" "PZE-101136333" 1 83.2
"6856" "PZE-101134523" 1 83.4
"6991" "PZE-101140058" 1 83.4
"6837" "PZE-101133702" 1 83.5
"6941" "PZE-101137700" 1 83.6
"6979" "PZE-101139064" 1 83.6
"6934" "PZE-101137593" 1 83.6
"6868" "PZE-101135316" 1 83.6
"6939" "PZE-101137687" 1 83.6
"6878" "PZE-101135508" 1 83.8
"6879" "PZE-101135510" 1 83.8
"6919" "PZE-101137048" 1 83.8
"6964" "PZE-101138282" 1 83.8
"7019" "PZE-101140751" 1 83.8
"6940" "PZE-101137688" 1 83.8
"6970" "PZE-101138790" 1 83.9
"6967" "PZE-101138606" 1 83.9
"6966" "PZE-101138552" 1 83.9
"6996" "PZE-101140284" 1 84
"6994" "PZE-101140256" 1 84
"6905" "PZE-101136631" 1 84.1
"6910" "PZE-101136791" 1 84.1
"6897" "PZE-101136341" 1 84.1
"6945" "PZE-101137846" 1 84.1
"6904" "PZE-101136555" 1 84.1
"6977" "PZE-101138985" 1 84.2
"6947" "PZE-101137864" 1 84.2
"7001" "PZE-101140454" 1 84.2
"7000" "PZE-101140439" 1 84.3
"6957" "PZE-101138116" 1 84.3
"6958" "PZE-101138117" 1 84.3
"6981" "PZE-101139211" 1 84.4
"6983" "PZE-101139280" 1 84.4
"6976" "PZE-101138971" 1 84.4
"6985" "PZE-101139638" 1 84.4
"6993" "PZE-101140149" 1 84.5
"7020" "PZE-101140869" 1 84.6
"7021" "PZE-101140872" 1 84.6
"6871" "PZE-101135431" 1 84.6
"6873" "PZE-101135436" 1 84.6
"6995" "PZE-101140277" 1 84.6
"6998" "PZE-101140295" 1 84.6
"6872" "PZE-101135433" 1 84.6
"7035" "PZE-101141595" 1 84.7
"6926" "PZE-101137384" 1 84.7
"6952" "PZE-101137977" 1 84.7
"6974" "PZE-101138952" 1 84.9
"6990" "PZE-101139993" 1 84.9
"6986" "PZE-101139654" 1 84.9
"7015" "PZE-101140691" 1 84.9
"7042" "PZE-101141959" 1 84.9
"7016" "PZE-101140710" 1 84.9
"6911" "PZE-101136855" 1 85
"7038" "PZE-101141819" 1 85
"7029" "PZE-101141173" 1 85.1
"7043" "PZE-101142054" 1 85.1
"7034" "PZE-101141594" 1 85.2
"7018" "PZE-101140746" 1 85.4
"7014" "PZE-101140690" 1 85.4
"6975" "PZE-101138953" 1 85.4
"7013" "PZE-101140689" 1 85.5
"7030" "PZE-101141198" 1 85.5
"7012" "PZE-101140678" 1 85.5
"7059" "PZE-101143122" 1 85.6
"7006" "PZE-101140614" 1 85.7
"6959" "PZE-101138119" 1 85.7
"6960" "PZE-101138122" 1 85.7
"7007" "PZE-101140615" 1 85.7
"7008" "PZE-101140619" 1 85.7
"7060" "PZE-101143134" 1 85.7
"7088" "PZE-101143985" 1 85.9
"2315" "PZA00375.4" 1 86.1
"7044" "PZE-101142078" 1 86.3
"7036" "PZE-101141596" 1 86.3
"6989" "PZE-101139952" 1 86.4
"7061" "PZE-101143143" 1 86.4
"7083" "PZE-101143899" 1 86.5
"7026" "PZE-101140981" 1 86.6
"7058" "PZE-101142999" 1 86.6
"7062" "PZE-101143217" 1 86.7
"7022" "PZE-101140926" 1 86.7
"7067" "PZE-101143423" 1 86.7
"7003" "PZE-101140535" 1 86.7
"7023" "PZE-101140936" 1 86.7
"7091" "PZE-101144216" 1 86.8
"7063" "PZE-101143233" 1 86.8
"7064" "PZE-101143236" 1 86.8
"7092" "PZE-101144248" 1 86.9
"7085" "PZE-101143916" 1 87
"7110" "PZE-101144969" 1 87.1
"7054" "PZE-101142488" 1 87.1
"7097" "PZE-101144531" 1 87.4
"7093" "PZE-101144393" 1 87.4
"7101" "PZE-101144740" 1 87.5
"7104" "PZE-101144844" 1 87.6
"7120" "PZE-101145625" 1 87.6
"7089" "PZE-101144184" 1 87.7
"7090" "PZE-101144210" 1 87.7
"7099" "PZE-101144585" 1 87.8
"7100" "PZE-101144658" 1 88
"7086" "PZE-101143917" 1 88
"7122" "PZE-101145633" 1 88.3
"7107" "PZE-101144895" 1 88.3
"7096" "PZE-101144501" 1 88.4
"7117" "PZE-101145521" 1 88.4
"7095" "PZE-101144500" 1 88.4
"7165" "PZE-101147747" 1 88.4
"7084" "PZE-101143900" 1 88.6
"7115" "PZE-101145493" 1 88.6
"3208" "PZB00149.2" 1 88.6
"7102" "PZE-101144838" 1 88.8
"7111" "PZE-101144978" 1 88.8
"7118" "PZE-101145571" 1 88.8
"7145" "PZE-101146635" 1 89
"7133" "PZE-101146294" 1 89.1
"7106" "PZE-101144893" 1 89.2
"7103" "PZE-101144841" 1 89.2
"7151" "PZE-101146974" 1 89.3
"7114" "PZE-101145417" 1 89.4
"7126" "PZE-101145805" 1 89.4
"7156" "PZE-101147225" 1 89.5
"7157" "PZE-101147226" 1 89.5
"7140" "PZE-101146522" 1 89.6
"7159" "PZE-101147239" 1 89.8
"7112" "PZE-101145302" 1 89.8
"7139" "PZE-101146521" 1 89.9
"7142" "PZE-101146530" 1 89.9
"7136" "PZE-101146378" 1 90
"7138" "PZE-101146428" 1 90
"7164" "PZE-101147651" 1 90.3
"7182" "PZE-101149270" 1 90.3
"7113" "PZE-101145388" 1 90.3
"7235" "PZE-101152364" 1 90.3
"7146" "PZE-101146673" 1 90.3
"7144" "PZE-101146598" 1 90.3
"7149" "PZE-101146796" 1 90.4
"7161" "PZE-101147322" 1 90.4
"7150" "PZE-101146834" 1 90.4
"7184" "PZE-101149388" 1 90.6
"2933" "PZA03427.1" 1 90.7
"2934" "PZA03427.2" 1 90.7
"7181" "PZE-101149158" 1 90.8
"7180" "PZE-101149155" 1 90.8
"7190" "PZE-101149675" 1 90.8
"7172" "PZE-101148471" 1 90.8
"7160" "PZE-101147248" 1 90.9
"7170" "PZE-101148422" 1 91
"7179" "PZE-101149139" 1 91
"7189" "PZE-101149674" 1 91.1
"7185" "PZE-101149426" 1 91.1
"7196" "PZE-101150019" 1 91.2
"7214" "PZE-101151084" 1 91.3
"7186" "PZE-101149651" 1 91.3
"7198" "PZE-101150125" 1 91.4
"7218" "PZE-101151222" 1 91.4
"7211" "PZE-101150835" 1 91.4
"7183" "PZE-101149272" 1 91.5
"7256" "PZE-101153809" 1 91.6
"7174" "PZE-101148824" 1 91.6
"7169" "PZE-101148240" 1 91.7
"7213" "PZE-101151082" 1 91.8
"7232" "PZE-101152275" 1 91.8
"7228" "PZE-101152132" 1 91.8
"7231" "PZE-101152241" 1 91.9
"7202" "PZE-101150254" 1 92
"7215" "PZE-101151153" 1 92
"7210" "PZE-101150712" 1 92
"7200" "PZE-101150204" 1 92
"7221" "PZE-101151332" 1 92.2
"7199" "PZE-101150128" 1 92.3
"7201" "PZE-101150253" 1 92.3
"7236" "PZE-101152374" 1 92.4
"7227" "PZE-101152052" 1 92.5
"7230" "PZE-101152239" 1 92.5
"7229" "PZE-101152216" 1 92.6
"7207" "PZE-101150513" 1 92.6
"7194" "PZE-101149961" 1 92.6
"7270" "PZE-101154812" 1 92.6
"7252" "PZE-101153599" 1 92.7
"7204" "PZE-101150277" 1 92.7
"7192" "PZE-101149771" 1 92.7
"7206" "PZE-101150477" 1 93
"7205" "PZE-101150294" 1 93.1
"7268" "PZE-101154647" 1 93.2
"7253" "PZE-101153717" 1 93.2
"7222" "PZE-101151522" 1 93.3
"7217" "PZE-101151184" 1 93.3
"7260" "PZE-101154104" 1 93.5
"7251" "PZE-101153556" 1 93.5
"7259" "PZE-101154103" 1 93.5
"7219" "PZE-101151259" 1 93.9
"7262" "PZE-101154325" 1 94
"7226" "PZE-101151991" 1 94
"7261" "PZE-101154189" 1 94
"7290" "PZE-101155681" 1 94.3
"7292" "PZE-101155708" 1 94.3
"7291" "PZE-101155685" 1 94.3
"7280" "PZE-101155370" 1 94.4
"7283" "PZE-101155429" 1 94.4
"7282" "PZE-101155386" 1 94.4
"7273" "PZE-101154881" 1 94.4
"7274" "PZE-101154918" 1 94.5
"7287" "PZE-101155575" 1 94.7
"7288" "PZE-101155635" 1 94.7
"7289" "PZE-101155676" 1 94.8
"7266" "PZE-101154560" 1 94.8
"7245" "PZE-101152935" 1 94.9
"7267" "PZE-101154578" 1 95.1
"7234" "PZE-101152327" 1 95.1
"7284" "PZE-101155482" 1 95.1
"7238" "PZE-101152449" 1 95.3
"7237" "PZE-101152443" 1 95.3
"7239" "PZE-101152541" 1 95.3
"7294" "PZE-101155867" 1 95.3
"7281" "PZE-101155376" 1 95.4
"7296" "PZE-101155962" 1 95.4
"7272" "PZE-101154857" 1 95.5
"7303" "PZE-101156510" 1 95.6
"7304" "PZE-101156561" 1 95.7
"7278" "PZE-101155236" 1 95.7
"7349" "PZE-101160296" 1 95.9
"7309" "PZE-101156913" 1 95.9
"7265" "PZE-101154516" 1 95.9
"7286" "PZE-101155569" 1 95.9
"7348" "PZE-101160294" 1 96.2
"7312" "PZE-101157104" 1 96.2
"7298" "PZE-101156208" 1 96.2
"7314" "PZE-101157412" 1 96.3
"7299" "PZE-101156315" 1 96.3
"7337" "PZE-101159648" 1 96.4
"7315" "PZE-101157488" 1 96.6
"7318" "PZE-101158012" 1 96.8
"7293" "PZE-101155828" 1 96.8
"7302" "PZE-101156458" 1 96.9
"7275" "PZE-101154963" 1 97
"7321" "PZE-101158199" 1 97
"7305" "PZE-101156601" 1 97.2
"3298" "PZB01156.2" 1 97.2
"7323" "PZE-101158364" 1 97.2
"3657" "PZE-100001718" 1 97.3
"7335" "PZE-101159556" 1 97.4
"7297" "PZE-101156159" 1 97.5
"7317" "PZE-101157937" 1 97.5
"7300" "PZE-101156396" 1 97.5
"7340" "PZE-101159756" 1 97.6
"3575" "PZE0005896632" 1 97.7
"7345" "PZE-101160171" 1 97.7
"7306" "PZE-101156619" 1 98.1
"7313" "PZE-101157214" 1 98.1
"2505" "PZA01216.1" 1 98.2
"7307" "PZE-101156771" 1 98.2
"7326" "PZE-101158959" 1 98.2
"3232" "PZB00400.1" 1 98.2
"7358" "PZE-101160671" 1 98.3
"7320" "PZE-101158162" 1 98.3
"3280" "PZB01077.1" 1 98.3
"7350" "PZE-101160298" 1 98.5
"7333" "PZE-101159248" 1 98.6
"7351" "PZE-101160390" 1 98.6
"7316" "PZE-101157898" 1 98.7
"7341" "PZE-101159840" 1 98.8
"7343" "PZE-101159930" 1 98.8
"7342" "PZE-101159856" 1 98.8
"7324" "PZE-101158376" 1 99
"7373" "PZE-101161396" 1 99
"3660" "PZE-100001759" 1 99.1
"7328" "PZE-101159224" 1 99.1
"7369" "PZE-101161082" 1 99.2
"7380" "PZE-101161688" 1 99.2
"7377" "PZE-101161568" 1 99.2
"7322" "PZE-101158245" 1 99.3
"7388" "PZE-101161893" 1 99.4
"7367" "PZE-101160941" 1 99.6
"7389" "PZE-101161896" 1 99.8
"3577" "PZE0006006207" 1 99.9
"7361" "PZE-101160748" 1 99.9
"3281" "PZB01077.3" 1 100.2
"7397" "PZE-101162356" 1 100.3
"7376" "PZE-101161566" 1 100.3
"7396" "PZE-101162348" 1 100.3
"7372" "PZE-101161325" 1 100.4
"7453" "PZE-101165483" 1 100.4
"7390" "PZE-101161947" 1 100.5
"7418" "PZE-101164129" 1 100.6
"7495" "PZE-101166625" 1 100.7
"7428" "PZE-101164372" 1 100.8
"7417" "PZE-101163953" 1 100.9
"3664" "PZE-100001898" 1 100.9
"7487" "PZE-101166480" 1 101
"7408" "PZE-101163233" 1 101
"7395" "PZE-101162306" 1 101
"7450" "PZE-101165146" 1 101.1
"7424" "PZE-101164319" 1 101.1
"7406" "PZE-101163206" 1 101.1
"7425" "PZE-101164334" 1 101.1
"7411" "PZE-101163518" 1 101.2
"7438" "PZE-101164729" 1 101.3
"7410" "PZE-101163301" 1 101.4
"7461" "PZE-101165690" 1 101.7
"7462" "PZE-101165699" 1 101.7
"7460" "PZE-101165689" 1 101.7
"7401" "PZE-101163035" 1 101.8
"7475" "PZE-101166092" 1 102.1
"7479" "PZE-101166183" 1 102.1
"7436" "PZE-101164657" 1 102.1
"7492" "PZE-101166549" 1 102.1
"7405" "PZE-101163181" 1 102.2
"7387" "PZE-101161892" 1 102.3
"7394" "PZE-101162302" 1 102.3
"7477" "PZE-101166099" 1 102.3
"7400" "PZE-101162447" 1 102.3
"7458" "PZE-101165664" 1 102.4
"7385" "PZE-101161871" 1 102.4
"7386" "PZE-101161883" 1 102.4
"7432" "PZE-101164453" 1 102.4
"7471" "PZE-101165902" 1 102.5
"7470" "PZE-101165901" 1 102.5
"7441" "PZE-101164815" 1 102.6
"7412" "PZE-101163539" 1 102.6
"7547" "PZE-101169244" 1 102.6
"7429" "PZE-101164384" 1 102.7
"7430" "PZE-101164389" 1 102.7
"7398" "PZE-101162393" 1 102.8
"7420" "PZE-101164228" 1 102.9
"7505" "PZE-101167516" 1 102.9
"7423" "PZE-101164240" 1 102.9
"7422" "PZE-101164239" 1 102.9
"7421" "PZE-101164237" 1 102.9
"7416" "PZE-101163883" 1 103.3
"7489" "PZE-101166521" 1 103.4
"7484" "PZE-101166376" 1 103.5
"7481" "PZE-101166237" 1 103.5
"7498" "PZE-101166754" 1 103.5
"7525" "PZE-101168809" 1 103.6
"7526" "PZE-101168810" 1 103.6
"7530" "PZE-101168884" 1 103.6
"7496" "PZE-101166671" 1 103.6
"7452" "PZE-101165471" 1 103.6
"7527" "PZE-101168813" 1 103.6
"7524" "PZE-101168807" 1 103.6
"7490" "PZE-101166525" 1 103.6
"7528" "PZE-101168819" 1 103.6
"7480" "PZE-101166186" 1 103.8
"7476" "PZE-101166093" 1 103.8
"7497" "PZE-101166716" 1 104.2
"7506" "PZE-101167577" 1 104.3
"7456" "PZE-101165569" 1 104.4
"7488" "PZE-101166508" 1 104.5
"7474" "PZE-101165968" 1 104.9
"7510" "PZE-101167656" 1 105
"7548" "PZE-101169259" 1 105
"7433" "PZE-101164570" 1 105
"7565" "PZE-101170225" 1 105
"7457" "PZE-101165657" 1 105
"7503" "PZE-101167434" 1 105
"7509" "PZE-101167639" 1 105.1
"7508" "PZE-101167603" 1 105.1
"7562" "PZE-101169972" 1 105.3
"7549" "PZE-101169317" 1 105.3
"7516" "PZE-101168020" 1 105.3
"7543" "PZE-101169118" 1 105.4
"7545" "PZE-101169140" 1 105.4
"7514" "PZE-101167756" 1 105.4
"7535" "PZE-101169006" 1 105.4
"7540" "PZE-101169068" 1 105.4
"7554" "PZE-101169545" 1 105.6
"7568" "PZE-101170408" 1 105.7
"7559" "PZE-101169867" 1 105.7
"7569" "PZE-101170476" 1 105.8
"7494" "PZE-101166565" 1 105.9
"7553" "PZE-101169539" 1 105.9
"7555" "PZE-101169548" 1 106.2
"7451" "PZE-101165202" 1 106.3
"7575" "PZE-101170828" 1 106.4
"7511" "PZE-101167694" 1 106.5
"7512" "PZE-101167695" 1 106.5
"7560" "PZE-101169938" 1 106.6
"7520" "PZE-101168156" 1 106.6
"7564" "PZE-101170220" 1 106.9
"7539" "PZE-101169060" 1 107.3
"7536" "PZE-101169042" 1 107.3
"7552" "PZE-101169494" 1 107.4
"7573" "PZE-101170704" 1 107.5
"7572" "PZE-101170679" 1 107.5
"7550" "PZE-101169366" 1 107.6
"7558" "PZE-101169699" 1 107.6
"7585" "PZE-101171300" 1 107.6
"7542" "PZE-101169105" 1 107.7
"7561" "PZE-101169962" 1 108.4
"7529" "PZE-101168878" 1 108.6
"7590" "PZE-101171800" 1 108.7
"7603" "PZE-101172239" 1 108.9
"7596" "PZE-101171998" 1 108.9
"7630" "PZE-101173401" 1 108.9
"7583" "PZE-101171059" 1 109
"7587" "PZE-101171655" 1 109.1
"7617" "PZE-101172657" 1 109.2
"7615" "PZE-101172517" 1 109.2
"7618" "PZE-101172677" 1 109.4
"7609" "PZE-101172458" 1 109.6
"7610" "PZE-101172463" 1 109.6
"7611" "PZE-101172465" 1 109.6
"7546" "PZE-101169204" 1 109.7
"7634" "PZE-101173563" 1 109.7
"7613" "PZE-101172498" 1 109.7
"7629" "PZE-101173330" 1 109.8
"7593" "PZE-101171852" 1 110.2
"7663" "PZE-101174929" 1 110.2
"7662" "PZE-101174913" 1 110.2
"7641" "PZE-101173927" 1 110.3
"7602" "PZE-101172177" 1 110.3
"7600" "PZE-101172147" 1 110.3
"7598" "PZE-101172085" 1 110.3
"7636" "PZE-101173784" 1 110.6
"7626" "PZE-101172856" 1 110.7
"7624" "PZE-101172827" 1 110.7
"7625" "PZE-101172846" 1 110.7
"7690" "PZE-101175658" 1 110.8
"7689" "PZE-101175643" 1 110.8
"7638" "PZE-101173830" 1 110.9
"7633" "PZE-101173494" 1 111.1
"7635" "PZE-101173722" 1 111.1
"7632" "PZE-101173487" 1 111.1
"7661" "PZE-101174664" 1 111.1
"2314" "PZA-003741001" 1 111.2
"7666" "PZE-101174953" 1 111.5
"7668" "PZE-101174973" 1 111.5
"7706" "PZE-101176290" 1 111.8
"7685" "PZE-101175438" 1 111.9
"7691" "PZE-101175704" 1 111.9
"7708" "PZE-101176352" 1 112
"7647" "PZE-101174158" 1 112.4
"7703" "PZE-101176147" 1 112.7
"7670" "PZE-101174976" 1 112.8
"7671" "PZE-101175015" 1 112.8
"7680" "PZE-101175283" 1 112.9
"7676" "PZE-101175219" 1 112.9
"7692" "PZE-101175707" 1 113
"7707" "PZE-101176320" 1 113
"7695" "PZE-101175840" 1 113.1
"7659" "PZE-101174542" 1 113.1
"7658" "PZE-101174535" 1 113.1
"7696" "PZE-101175901" 1 113.2
"7687" "PZE-101175582" 1 113.4
"7697" "PZE-101175924" 1 113.7
"7678" "PZE-101175276" 1 114.1
"7674" "PZE-101175172" 1 114.1
"7711" "PZE-101176580" 1 114.2
"7686" "PZE-101175487" 1 114.3
"3044" "PZA03631.1" 1 114.3
"7714" "PZE-101176627" 1 114.3
"7718" "PZE-101176793" 1 114.4
"7723" "PZE-101176812" 1 114.4
"7724" "PZE-101176826" 1 114.4
"7722" "PZE-101176809" 1 114.4
"7725" "PZE-101176840" 1 114.4
"2121" "PZA-000403005" 1 114.8
"7735" "PZE-101177419" 1 114.8
"7717" "PZE-101176725" 1 114.8
"7721" "PZE-101176808" 1 114.9
"7739" "PZE-101177603" 1 115
"7727" "PZE-101176905" 1 115
"7782" "PZE-101178802" 1 115
"7767" "PZE-101178411" 1 115.1
"7785" "PZE-101179560" 1 115.1
"7736" "PZE-101177456" 1 115.1
"7730" "PZE-101177162" 1 115.2
"7731" "PZE-101177164" 1 115.2
"7729" "PZE-101177112" 1 115.2
"7755" "PZE-101177975" 1 115.2
"7756" "PZE-101178005" 1 115.3
"7728" "PZE-101177060" 1 115.3
"7786" "PZE-101179591" 1 115.3
"7774" "PZE-101178583" 1 115.4
"7753" "PZE-101177893" 1 115.5
"7737" "PZE-101177457" 1 115.5
"7743" "PZE-101177767" 1 115.8
"7742" "PZE-101177766" 1 115.8
"7741" "PZE-101177765" 1 115.8
"7771" "PZE-101178467" 1 115.8
"7746" "PZE-101177794" 1 115.9
"7751" "PZE-101177855" 1 115.9
"7747" "PZE-101177822" 1 115.9
"7750" "PZE-101177834" 1 115.9
"7749" "PZE-101177833" 1 115.9
"7748" "PZE-101177832" 1 115.9
"7757" "PZE-101178021" 1 116.1
"7772" "PZE-101178511" 1 116.1
"7705" "PZE-101176281" 1 116.1
"7783" "PZE-101178805" 1 116.1
"7740" "PZE-101177728" 1 116.2
"7764" "PZE-101178330" 1 116.3
"7773" "PZE-101178540" 1 116.4
"7784" "PZE-101178823" 1 116.5
"7823" "PZE-101181469" 1 116.5
"7754" "PZE-101177940" 1 116.6
"7779" "PZE-101178662" 1 116.7
"7780" "PZE-101178688" 1 116.7
"7810" "PZE-101181142" 1 116.7
"7778" "PZE-101178657" 1 116.7
"7806" "PZE-101180953" 1 116.8
"7822" "PZE-101181403" 1 116.8
"7781" "PZE-101178735" 1 116.9
"7799" "PZE-101180375" 1 116.9
"7775" "PZE-101178589" 1 117
"7787" "PZE-101179823" 1 117
"7788" "PZE-101179918" 1 117.2
"7811" "PZE-101181158" 1 117.3
"7790" "PZE-101179982" 1 117.3
"7813" "PZE-101181218" 1 117.4
"7844" "PZE-101182391" 1 117.4
"7814" "PZE-101181259" 1 117.5
"7792" "PZE-101180035" 1 117.7
"7791" "PZE-101180001" 1 117.7
"7858" "PZE-101182888" 1 117.8
"7857" "PZE-101182771" 1 117.8
"7809" "PZE-101181049" 1 117.8
"7861" "PZE-101182955" 1 117.9
"7834" "PZE-101182083" 1 117.9
"7827" "PZE-101181658" 1 117.9
"7836" "PZE-101182086" 1 117.9
"7817" "PZE-101181337" 1 117.9
"7816" "PZE-101181333" 1 117.9
"7862" "PZE-101182983" 1 117.9
"7840" "PZE-101182162" 1 118
"7798" "PZE-101180354" 1 118
"7795" "PZE-101180218" 1 118.2
"7845" "PZE-101182536" 1 118.3
"7824" "PZE-101181505" 1 118.3
"7859" "PZE-101182889" 1 118.3
"7807" "PZE-101180979" 1 118.3
